packet_id,timestamp,length,direction,gap_before,gap_after,burst_id,rel_time,viz_bytes,cumulative_sum
573,42.30640411376953,60,-1,0.023382425308234644,0.043985605239868164,6,0.9003982543945312,-60.0,27526.0
574,42.3503897190094,172,1,0.043985605239868164,0.00018835067749023438,6,0.9443838596343994,172.0,27698.0
575,42.35057806968689,172,1,0.00018835067749023438,0.0020439624786376953,6,0.9445722103118896,172.0,27870.0
576,42.35262203216553,172,1,0.0020439624786376953,0.014409303665161133,6,0.9466161727905273,172.0,28042.0
577,42.36703133583069,172,1,0.014409303665161133,0.001111745834350586,6,0.9610254764556885,172.0,28214.0
578,42.36814308166504,60,-1,0.001111745834350586,0.01966404914855957,6,0.9621372222900391,-60.0,28154.0
579,42.3878071308136,60,-1,0.01966404914855957,0.004764080047607422,6,0.9818012714385986,-60.0,28094.0
580,42.392571210861206,60,-1,0.004764080047607422,0.0015015602111816406,6,0.986565351486206,-60.0,28034.0
581,42.39407277107239,172,1,0.0015015602111816406,0.01030421257019043,6,0.9880669116973877,172.0,28206.0
582,42.40437698364258,60,-1,0.01030421257019043,0.011072635650634766,6,0.9983711242675781,-60.0,28146.0
583,42.41544961929321,172,1,0.011072635650634766,0.014436721801757812,6,1.009443759918213,172.0,28318.0
584,42.42988634109497,172,1,0.014436721801757812,0.0017523765563964844,6,1.0238804817199707,172.0,28490.0
585,42.43163871765137,60,-1,0.0017523765563964844,0.012215137481689453,6,1.0256328582763672,-60.0,28430.0
586,42.44385385513306,172,1,0.012215137481689453,0.009288311004638672,6,1.0378479957580566,172.0,28602.0
587,42.453142166137695,60,-1,0.009288311004638672,0.014958381652832031,6,1.0471363067626953,-60.0,28542.0
588,42.46810054779053,60,-1,0.014958381652832031,0.012989521026611328,6,1.0620946884155273,-60.0,28482.0
589,42.48109006881714,172,1,0.012989521026611328,0.00015211105346679688,6,1.0750842094421387,172.0,28654.0
590,42.481242179870605,60,-1,0.00015211105346679688,0.016877889633171606,6,1.0752363204956055,-60.0,28594.0
591,42.49812006950378,172,1,0.016877889633171606,0.013961076736464406,6,1.092114210128777,172.0,28766.0
592,42.51208114624024,172,1,0.013961076736464406,0.006822109222405004,6,1.1060752868652415,172.0,28938.0
593,42.51890325546265,60,-1,0.006822109222405004,0.009381771087646484,6,1.1128973960876465,-60.0,28878.0
594,42.52828502655029,172,1,0.009381771087646484,0.008775472640984106,6,1.122279167175293,172.0,29050.0
595,42.53706049919128,60,-1,0.008775472640984106,0.012756586074836207,6,1.131054639816277,-60.0,28990.0
596,42.54981708526611,60,-1,0.012756586074836207,0.005199909210205078,6,1.1438112258911133,-60.0,28930.0
597,42.55501699447632,172,1,0.005199909210205078,0.011208295822143555,6,1.1490111351013184,172.0,29102.0
598,42.56622529029846,60,-1,0.011208295822143555,0.009790182113647461,6,1.160219430923462,-60.0,29042.0
599,42.57601547241211,172,1,0.009790182113647461,0.014955997467041016,6,1.1700096130371094,172.0,29214.0
600,42.59097146987915,172,1,0.014955997467041016,0.0014145374298095703,6,1.1849656105041504,172.0,29386.0
601,42.59238600730896,60,-1,0.0014145374298095703,0.011824607849121094,6,1.18638014793396,-60.0,29326.0
602,42.60421061515808,172,1,0.011824607849121094,0.009052276611328125,6,1.198204755783081,172.0,29498.0
603,42.61326289176941,60,-1,0.009052276611328125,0.014991760253913355,6,1.2072570323944092,-60.0,29438.0
604,42.62825465202332,60,-1,0.014991760253913355,0.011043310165398168,6,1.2222487926483225,-60.0,29378.0
605,42.63929796218872,172,1,0.011043310165398168,0.013653993606567383,6,1.2332921028137207,172.0,29550.0
606,42.65295195579529,172,1,0.013653993606567383,0.0016875267028808594,6,1.246946096420288,172.0,29722.0
607,42.65463948249817,60,-1,0.0016875267028808594,0.015375852584838867,6,1.248633623123169,-60.0,29662.0
608,42.67001533508301,172,1,0.015375852584838867,0.0073316097259521484,6,1.2640094757080078,172.0,29834.0
609,42.67734694480896,60,-1,0.0073316097259521484,0.01195836067199707,6,1.27134108543396,-60.0,29774.0
610,42.68930530548096,172,1,0.01195836067199707,0.003650665283203125,6,1.283299446105957,172.0,29946.0
611,42.69295597076416,60,-1,0.003650665283203125,0.014768123626708984,6,1.2869501113891602,-60.0,29886.0
612,42.70772409439087,60,-1,0.014768123626708984,0.008537769317626953,6,1.3017182350158691,-60.0,29826.0
613,42.716261863708496,172,1,0.008537769317626953,0.011139154434204102,6,1.310256004333496,172.0,29998.0
614,42.7274010181427,60,-1,0.011139154434204102,0.003275156021118164,6,1.3213951587677002,-60.0,29938.0
615,42.73067617416382,172,1,0.003275156021118164,0.020280838012695312,6,1.3246703147888184,172.0,30110.0
616,42.750957012176514,172,1,0.020280838012695312,0.0033273696899414062,6,1.3449511528015137,172.0,30282.0
617,42.754284381866455,60,-1,0.0033273696899414062,0.010568380355834961,6,1.348278522491455,-60.0,30222.0
618,42.76485276222229,172,1,0.010568380355834961,0.011103391647338867,6,1.35884690284729,172.0,30394.0
619,42.77595615386963,60,-1,0.011103391647338867,0.012566566467285156,6,1.369950294494629,-60.0,30334.0
620,42.788522720336914,60,-1,0.012566566467285156,0.01210784912109375,6,1.382516860961914,-60.0,30274.0
621,42.80063056945801,172,1,0.01210784912109375,0.0014886856079101562,6,1.3946247100830078,172.0,30446.0
622,42.80211925506592,60,-1,0.0014886856079101562,0.012046575546264648,6,1.396113395690918,-60.0,30386.0
623,42.81416583061218,172,1,0.012046575546264648,0.014146089553833008,6,1.4081599712371826,172.0,30558.0
624,42.828311920166016,172,1,0.014146089553833008,0.009577512741088867,6,1.4223060607910156,172.0,30730.0
625,42.837889432907104,60,-1,0.009577512741088867,0.005304574966430664,6,1.4318835735321045,-60.0,30670.0
