index,timestamp,length,direction,overhead,status,burst_id
509,10.343967,600,-1.0,600.0,dummy,1
510,10.363967,600,1.0,600.0,dummy,1
511,10.383967,600,-1.0,600.0,dummy,1
512,10.403967,600,1.0,600.0,dummy,1
513,10.423967,600,-1.0,600.0,dummy,1
514,10.443967,600,1.0,600.0,dummy,1
515,10.463967,600,-1.0,600.0,dummy,1
516,10.483967,600,1.0,600.0,dummy,1
517,10.503967,600,1.0,600.0,dummy,1
518,10.523967,600,1.0,600.0,dummy,1
519,10.543967,600,1.0,600.0,dummy,1
520,10.563967,600,1.0,600.0,dummy,1
521,10.583967,600,-1.0,600.0,dummy,1
522,10.603967,600,1.0,600.0,dummy,1
523,10.623967,600,1.0,600.0,dummy,1
524,10.643967,600,1.0,600.0,dummy,1
525,10.663967,600,-1.0,600.0,dummy,1
526,10.683967,600,-1.0,600.0,dummy,1
527,10.703967,600,-1.0,600.0,dummy,1
528,10.723967,600,-1.0,600.0,dummy,1
529,10.743967,600,1.0,600.0,dummy,1
530,10.763967,600,-1.0,600.0,dummy,1
531,10.783967,600,-1.0,600.0,dummy,1
532,10.803967,600,-1.0,600.0,dummy,1
533,10.823967,600,1.0,600.0,dummy,1
534,10.843967,600,-1.0,600.0,dummy,1
535,10.863967,600,1.0,600.0,dummy,1
536,10.883967,600,1.0,600.0,dummy,1
537,10.903967,600,1.0,600.0,dummy,1
538,10.923967,600,-1.0,600.0,dummy,1
539,10.943967,600,1.0,600.0,dummy,1
540,10.963967,600,1.0,600.0,dummy,1
541,10.983967,600,1.0,600.0,dummy,1
542,11.003967,600,1.0,600.0,dummy,1
543,11.023967,600,-1.0,600.0,dummy,1
544,11.043967,600,-1.0,600.0,dummy,1
545,11.063967,600,1.0,600.0,dummy,1
546,11.083967,600,-1.0,600.0,dummy,1
547,11.103967,600,1.0,600.0,dummy,1
548,11.123967,600,-1.0,600.0,dummy,1
549,11.143967,600,1.0,600.0,dummy,1
550,11.163967,600,1.0,600.0,dummy,1
551,11.183967,600,1.0,600.0,dummy,1
552,11.203967,600,1.0,600.0,dummy,1
553,11.223967,600,1.0,600.0,dummy,1
554,11.243967,600,-1.0,600.0,dummy,1
555,11.263967,600,1.0,600.0,dummy,1
556,11.283967,600,1.0,600.0,dummy,1
557,11.303967,600,1.0,600.0,dummy,1
558,11.323967,600,-1.0,600.0,dummy,1
559,11.343967,600,1.0,600.0,dummy,1
560,11.363967,600,-1.0,600.0,dummy,1
561,11.383967,600,-1.0,600.0,dummy,1
562,11.403967,600,1.0,600.0,dummy,1
563,11.423967,600,1.0,600.0,dummy,1
564,11.443967,600,-1.0,600.0,dummy,1
565,11.463967,600,-1.0,600.0,dummy,1
566,11.483967,600,1.0,600.0,dummy,1
567,11.503967,600,-1.0,600.0,dummy,1
568,11.523967,600,1.0,600.0,dummy,1
569,11.543967,600,1.0,600.0,dummy,1
570,11.563967,600,1.0,600.0,dummy,1
571,11.583967,600,1.0,600.0,dummy,1
572,11.603967,600,-1.0,600.0,dummy,1
573,11.623967,600,1.0,600.0,dummy,1
574,11.643967,600,-1.0,600.0,dummy,1
575,11.663967,600,1.0,600.0,dummy,1
576,11.683967,600,1.0,600.0,dummy,1
577,11.703967,600,-1.0,600.0,dummy,1
578,11.723967,600,1.0,600.0,dummy,1
579,11.743967,600,1.0,600.0,dummy,1
580,11.763967,600,-1.0,600.0,dummy,1
581,11.783967,600,-1.0,600.0,dummy,1
582,11.803967,600,1.0,600.0,dummy,1
583,11.823967,600,-1.0,600.0,dummy,1
584,11.843967,600,-1.0,600.0,dummy,1
585,11.863967,600,1.0,600.0,dummy,1
586,11.883967,600,1.0,600.0,dummy,1
587,11.903967,600,-1.0,600.0,dummy,1
588,11.923967,600,1.0,600.0,dummy,1
589,11.943967,600,1.0,600.0,dummy,1
590,11.963967,600,1.0,600.0,dummy,1
591,11.983967,600,-1.0,600.0,dummy,1
592,12.003967,600,1.0,600.0,dummy,1
593,12.023967,600,1.0,600.0,dummy,1
594,12.043967,600,1.0,600.0,dummy,1
595,12.063967,600,1.0,600.0,dummy,1
596,12.083967,600,1.0,600.0,dummy,1
597,12.103967,600,-1.0,600.0,dummy,1
598,12.123967,600,-1.0,600.0,dummy,1
599,12.143967,600,-1.0,600.0,dummy,1
600,12.163967,600,1.0,600.0,dummy,1
601,12.183967,600,-1.0,600.0,dummy,1
602,12.203967,600,1.0,600.0,dummy,1
603,12.223967,600,-1.0,600.0,dummy,1
604,12.243967,600,1.0,600.0,dummy,1
605,12.263967,600,-1.0,600.0,dummy,1
606,12.283967,600,1.0,600.0,dummy,1
607,12.303967,600,1.0,600.0,dummy,1
608,12.323967,600,1.0,600.0,dummy,1
609,12.343967,600,-1.0,600.0,dummy,1
610,12.363967,600,1.0,600.0,dummy,1
611,12.383967,600,-1.0,600.0,dummy,1
612,12.403967,600,-1.0,600.0,dummy,1
613,12.423967,600,1.0,600.0,dummy,1
614,12.443967,600,-1.0,600.0,dummy,1
615,12.463967,600,1.0,600.0,dummy,1
616,12.483967,600,-1.0,600.0,dummy,1
617,12.503967,600,-1.0,600.0,dummy,1
618,12.523967,600,1.0,600.0,dummy,1
619,12.543967,600,1.0,600.0,dummy,1
620,12.563967,600,1.0,600.0,dummy,1
621,12.583967,600,1.0,600.0,dummy,1
622,12.603967,600,-1.0,600.0,dummy,1
623,12.623967,600,1.0,600.0,dummy,1
624,12.643967,600,1.0,600.0,dummy,1
625,12.663967,600,-1.0,600.0,dummy,1
626,12.683967,600,1.0,600.0,dummy,1
627,12.703967,600,1.0,600.0,dummy,1
628,12.723967,600,1.0,600.0,dummy,1
629,12.743967,600,1.0,600.0,dummy,1
630,12.763967,600,1.0,600.0,dummy,1
631,12.783967,600,1.0,600.0,dummy,1
632,12.803967,600,1.0,600.0,dummy,1
633,12.823967,600,1.0,600.0,dummy,1
634,12.843967,600,-1.0,600.0,dummy,1
635,12.863967,600,1.0,600.0,dummy,1
636,12.883967,600,-1.0,600.0,dummy,1
637,12.903967,600,1.0,600.0,dummy,1
638,12.923967,600,-1.0,600.0,dummy,1
639,12.943967,600,-1.0,600.0,dummy,1
640,12.963967,600,1.0,600.0,dummy,1
641,12.983967,600,1.0,600.0,dummy,1
642,13.003967,600,-1.0,600.0,dummy,1
